,city,date,gender,match_type,player of the match,team 1,team 2,team_1_batting_average,team_1_bowling_average,team_2_batting_average,team_2_bowling_average,toss_decision,toss_winner,umpire_1,umpire_2,venue,win_by_runs,win_by_wickets,winner
624,Mumbai,2017-05-11,male,T20,WP Saha,Kings XI Punjab,Mumbai Indians,20.137931034482758,63.875,29.58974358974359,25.08433734939759,field,Mumbai Indians,A Deshmukh,A Nand Kishore,Wankhede Stadium,7,0,Kings XI Punjab
625,Delhi,2017-05-12,male,T20,KK Nair,Delhi Daredevils,Rising Pune Supergiant,11.892857142857142,24.442307692307693,29.314814814814813,33.53333333333333,bat,Delhi Daredevils,KN Ananthapadmanabhan,CK Nandan,Feroz Shah Kotla,7,0,Delhi Daredevils
626,Kanpur,2017-05-13,male,T20,Mohammed Siraj,Gujarat Lions,Sunrisers Hyderabad,6.5,21.80909090909091,40.8041237113402,72.5,field,Sunrisers Hyderabad,AK Chaudhary,Nitin Menon,Green Park,0,8,Sunrisers Hyderabad
627,Kolkata,2017-05-13,male,T20,AT Rayudu,Mumbai Indians,Kolkata Knight Riders,31.083333333333332,33.5,5.0,53.3,field,Kolkata Knight Riders,A Nand Kishore,S Ravi,Eden Gardens,9,0,Mumbai Indians
628,Pune,2017-05-14,male,T20,JD Unadkat,Kings XI Punjab,Rising Pune Supergiant,8.0,14.117647058823529,33.2247191011236,43.90909090909091,field,Rising Pune Supergiant,AY Dandekar,A Deshmukh,Maharashtra Cricket Association Stadium,0,9,Rising Pune Supergiant
629,Delhi,2017-05-14,male,T20,HV Patel,Royal Challengers Bangalore,Delhi Daredevils,17.65,51.0,2.1666666666666665,25.870967741935484,bat,Royal Challengers Bangalore,CK Nandan,C Shamshuddin,Feroz Shah Kotla,10,0,Royal Challengers Bangalore
630,Mumbai,2017-05-16,male,T20,Washington Sundar,Rising Pune Supergiant,Mumbai Indians,38.17204301075269,33.97560975609756,5.5,29.25,field,Mumbai Indians,S Ravi,C Shamshuddin,Wankhede Stadium,20,0,Rising Pune Supergiant
631,Bangalore,2017-05-17,male,T20,NM Coulter-Nile,Sunrisers Hyderabad,Kolkata Knight Riders,21.164383561643834,33.333333333333336,12.0,34.1764705882353,field,Kolkata Knight Riders,AK Chaudhary,Nitin Menon,M Chinnaswamy Stadium,0,7,Kolkata Knight Riders
632,Bangalore,2017-05-19,male,T20,KV Sharma,Kolkata Knight Riders,Mumbai Indians,6.0,19.564935064935064,33.30769230769231,30.626373626373628,field,Mumbai Indians,NJ Llong,Nitin Menon,M Chinnaswamy Stadium,0,6,Mumbai Indians
633,Hyderabad,2017-05-21,male,T20,KH Pandya,Mumbai Indians,Rising Pune Supergiant,34.285714285714285,31.866666666666667,18.26086956521739,25.694915254237287,bat,Mumbai Indians,NJ Llong,S Ravi,"Rajiv Gandhi International Stadium, Uppal",1,0,Mumbai Indians
