,city,date,gender,match_type,player of the match,team 1,team 2,toss_decision,toss_winner,umpire_1,umpire_2,venue,win_by_runs,win_by_wickets,winner
861,Khulna,2012-11-30,male,ODI,Sohag Gazi,Bangladesh,West Indies,bat,West Indies,Enamul Haque,REJ Martinesz,Sheikh Abu Naser Stadium,0,7,Bangladesh
862,Khulna,2012-12-02,male,ODI,Anamul Haque,Bangladesh,West Indies,field,West Indies,Enamul Haque,REJ Martinesz,Sheikh Abu Naser Stadium,160,0,Bangladesh
863,Mirpur,2012-12-05,male,ODI,MN Samuels,Bangladesh,West Indies,field,West Indies,Enamul Haque,REJ Martinesz,Shere Bangla National Stadium,0,4,West Indies
864,Mirpur,2012-12-07,male,ODI,DJG Sammy,Bangladesh,West Indies,field,Bangladesh,Enamul Haque,REJ Martinesz,Shere Bangla National Stadium,75,0,West Indies
865,Mirpur,2012-12-08,male,ODI,Mahmudullah,Bangladesh,West Indies,field,Bangladesh,Enamul Haque,REJ Martinesz,Shere Bangla National Stadium,0,2,Bangladesh
866,Chennai,2012-12-30,male,ODI,MS Dhoni,India,Pakistan,field,Pakistan,BF Bowden,S Ravi,"MA Chidambaram Stadium, Chepauk",0,6,Pakistan
867,Kolkata,2013-01-03,male,ODI,Nasir Jamshed,India,Pakistan,field,India,BF Bowden,VA Kulkarni,Eden Gardens,85,0,Pakistan
868,Delhi,2013-01-06,male,ODI,MS Dhoni,India,Pakistan,bat,India,S Asnani,BF Bowden,Feroz Shah Kotla,10,0,India
869,Dubai,2013-03-11,male,ODI,E Otieno,Canada,Kenya,bat,Canada,RJ Bailey,D Odhiambo,ICC Global Cricket Academy,0,6,Kenya
870,Grenada,2013-02-22,male,ODI,J Charles,West Indies,Zimbabwe,field,Zimbabwe,IJ Gould,JS Wilson,"National Cricket Stadium, St George's",156,0,West Indies
871,Grenada,2013-02-26,male,ODI,DM Bravo,West Indies,Zimbabwe,bat,Zimbabwe,GO Brathwaite,IJ Gould,"National Cricket Stadium, St George's",0,5,West Indies
872,Jamaica,2013-06-28,male,ODI,CH Gayle,West Indies,Sri Lanka,field,West Indies,IJ Gould,JS Wilson,"Sabina Park, Kingston",0,6,West Indies
873,Jamaica,2013-06-30,male,ODI,J Charles,West Indies,India,field,West Indies,IJ Gould,PJ Nero,"Sabina Park, Kingston",0,1,West Indies
874,Jamaica,2013-07-02,male,ODI,WU Tharanga,India,Sri Lanka,field,India,IJ Gould,JS Wilson,"Sabina Park, Kingston",161,0,Sri Lanka
875,Trinidad,2013-07-05,male,ODI,V Kohli,West Indies,India,field,West Indies,NJ Llong,PJ Nero,"Queen's Park Oval, Port of Spain",102,0,India
876,Trinidad,2013-07-07,male,ODI,KC Sangakkara,West Indies,Sri Lanka,field,West Indies,NJ Llong,JS Wilson,"Queen's Park Oval, Port of Spain",39,0,Sri Lanka
877,Trinidad,2013-07-09,male,ODI,B Kumar,India,Sri Lanka,field,Sri Lanka,NJ Llong,PJ Nero,"Queen's Park Oval, Port of Spain",81,0,India
878,Trinidad,2013-07-11,male,ODI,MS Dhoni,India,Sri Lanka,field,India,NJ Llong,PJ Nero,"Queen's Park Oval, Port of Spain",0,1,India
879,Edinburgh,2013-05-17,male,ODI,Misbah-ul-Haq,Scotland,Pakistan,bat,Pakistan,RA Kettleborough,IN Ramage,"Grange Cricket Club Ground, Raeburn Place",96,0,Pakistan
880,Dublin,2013-05-23,male,ODI,KJ O'Brien,Ireland,Pakistan,bat,Pakistan,IJ Gould,RP Smith,Clontarf Cricket Club Ground,0,0,tie
881,Dublin,2013-05-26,male,ODI,Kamran Akmal,Ireland,Pakistan,field,Pakistan,IJ Gould,RP Smith,Clontarf Cricket Club Ground,0,2,Pakistan
882,Hambantota,2013-03-23,male,ODI,TM Dilshan,Sri Lanka,Bangladesh,field,Sri Lanka,NJ Llong,RSA Palliyaguruge,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",0,8,Sri Lanka
883,Hambantota,2013-03-25,male,ODI,,Sri Lanka,Bangladesh,field,Bangladesh,NJ Llong,TH Wijewardene,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",0,0,no result
884,,2013-03-28,male,ODI,TM Dilshan,Sri Lanka,Bangladesh,bat,Sri Lanka,NJ Llong,RSA Palliyaguruge,Pallekele International Cricket Stadium,0,3,Bangladesh
885,Bulawayo,2013-05-03,male,ODI,Ziaur Rahman,Zimbabwe,Bangladesh,field,Zimbabwe,JD Cloete,RB Tiffin,Queens Sports Club,121,0,Bangladesh
886,Bulawayo,2013-05-05,male,ODI,SC Williams,Zimbabwe,Bangladesh,field,Zimbabwe,O Chirombe,JD Cloete,Queens Sports Club,0,6,Zimbabwe
887,Bulawayo,2013-05-08,male,ODI,V Sibanda,Zimbabwe,Bangladesh,field,Zimbabwe,JD Cloete,TJ Matibiri,Queens Sports Club,0,7,Zimbabwe
888,Amstelveen,2013-07-07,male,ODI,KJ O'Brien,Netherlands,Ireland,bat,Ireland,CB Gaffaney,M Hawthorne,VRA Ground,88,0,Ireland
889,Colombo,2013-07-20,male,ODI,KC Sangakkara,Sri Lanka,South Africa,field,South Africa,RA Kettleborough,REJ Martinesz,R Premadasa Stadium,180,0,Sri Lanka
890,Colombo,2013-07-23,male,ODI,LD Chandimal,Sri Lanka,South Africa,bat,Sri Lanka,RSA Palliyaguruge,RR Wimalasiri,R Premadasa Stadium,17,0,Sri Lanka
891,,2013-07-26,male,ODI,DA Miller,Sri Lanka,South Africa,bat,South Africa,RA Kettleborough,REJ Martinesz,Pallekele International Cricket Stadium,56,0,South Africa
892,,2013-07-28,male,ODI,TM Dilshan,Sri Lanka,South Africa,bat,South Africa,RSA Palliyaguruge,RJ Tucker,Pallekele International Cricket Stadium,0,8,Sri Lanka
893,Colombo,2013-07-31,male,ODI,TM Dilshan,Sri Lanka,South Africa,bat,Sri Lanka,RA Kettleborough,RR Wimalasiri,R Premadasa Stadium,128,0,Sri Lanka
894,,2014-01-12,male,ODI,AJ Finch,Australia,England,bat,England,SD Fry,REJ Martinesz,Melbourne Cricket Ground,0,6,Australia
895,Brisbane,2014-01-17,male,ODI,JP Faulkner,Australia,England,bat,England,HDPK Dharmasena,JD Ward,"Brisbane Cricket Ground, Woolloongabba",0,1,Australia
896,,2014-01-19,male,ODI,DA Warner,Australia,England,bat,England,SD Fry,REJ Martinesz,Sydney Cricket Ground,0,7,Australia
897,Perth,2014-01-24,male,ODI,BA Stokes,Australia,England,field,Australia,HDPK Dharmasena,JD Ward,Western Australia Cricket Association Ground,57,0,England
898,,2014-01-26,male,ODI,JP Faulkner,Australia,England,bat,Australia,SD Fry,REJ Martinesz,Adelaide Oval,5,0,Australia
899,Antigua,2014-02-28,male,ODI,DJ Bravo,West Indies,England,field,England,GO Brathwaite,M Erasmus,"Sir Vivian Richards Stadium, North Sound",15,0,West Indies
900,Antigua,2014-03-02,male,ODI,SD Parry,West Indies,England,field,England,RJ Tucker,JS Wilson,"Sir Vivian Richards Stadium, North Sound",0,3,England
901,Antigua,2014-03-05,male,ODI,JE Root,West Indies,England,field,West Indies,M Erasmus,JS Wilson,"Sir Vivian Richards Stadium, North Sound",25,0,England
902,,2013-07-24,male,ODI,V Kohli,Zimbabwe,India,field,India,BNJ Oxenford,RB Tiffin,Harare Sports Club,0,6,India
903,,2013-07-26,male,ODI,S Dhawan,Zimbabwe,India,field,Zimbabwe,O Chirombe,BNJ Oxenford,Harare Sports Club,58,0,India
904,,2013-07-28,male,ODI,A Mishra,Zimbabwe,India,field,India,BNJ Oxenford,RB Tiffin,Harare Sports Club,0,7,India
905,Bulawayo,2013-08-01,male,ODI,MM Sharma,Zimbabwe,India,field,India,TJ Matibiri,BNJ Oxenford,Queens Sports Club,0,9,India
906,Bulawayo,2013-08-03,male,ODI,A Mishra,Zimbabwe,India,field,India,O Chirombe,BNJ Oxenford,Queens Sports Club,0,7,India
907,Guyana,2013-07-14,male,ODI,Shahid Afridi,West Indies,Pakistan,field,West Indies,PR Reiffel,JS Wilson,Providence Stadium,126,0,Pakistan
908,Guyana,2013-07-16,male,ODI,SP Narine,West Indies,Pakistan,field,Pakistan,NJ Llong,PJ Nero,Providence Stadium,37,0,West Indies
909,St Lucia,2013-07-19,male,ODI,Misbah-ul-Haq,West Indies,Pakistan,field,West Indies,PR Reiffel,JS Wilson,"Beausejour Stadium, Gros Islet",0,0,tie
910,St Lucia,2013-07-21,male,ODI,MN Samuels,West Indies,Pakistan,field,Pakistan,SJ Davis,PJ Nero,"Beausejour Stadium, Gros Islet",0,6,Pakistan
911,St Lucia,2013-07-24,male,ODI,Misbah-ul-Haq,West Indies,Pakistan,field,Pakistan,PR Reiffel,JS Wilson,"Beausejour Stadium, Gros Islet",0,4,Pakistan
912,Pune,2013-10-13,male,ODI,GJ Bailey,India,Australia,bat,Australia,RA Kettleborough,VA Kulkarni,Maharashtra Cricket Association Stadium,72,0,Australia
913,Jaipur,2013-10-16,male,ODI,RG Sharma,India,Australia,bat,Australia,RA Kettleborough,VA Kulkarni,Sawai Mansingh Stadium,0,9,India
914,Chandigarh,2013-10-19,male,ODI,JP Faulkner,India,Australia,field,Australia,RA Kettleborough,C Shamshuddin,"Punjab Cricket Association Stadium, Mohali",0,4,Australia
915,Ranchi,2013-10-23,male,ODI,,India,Australia,field,India,RA Kettleborough,VA Kulkarni,JSCA International Stadium Complex,0,0,no result
916,Nagpur,2013-10-30,male,ODI,V Kohli,India,Australia,field,India,NJ Llong,S Ravi,"Vidarbha Cricket Association Stadium, Jamtha",0,6,India
917,Bangalore,2013-11-02,male,ODI,RG Sharma,India,Australia,field,Australia,NJ Llong,S Ravi,M Chinnaswamy Stadium,57,0,India
918,Johannesburg,2013-12-05,male,ODI,Q de Kock,South Africa,India,field,India,AT Holdstock,RK Illingworth,New Wanderers Stadium,141,0,South Africa
919,Durban,2013-12-08,male,ODI,Q de Kock,South Africa,India,field,India,S George,RK Illingworth,Kingsmead,134,0,South Africa
920,Centurion,2013-12-11,male,ODI,,South Africa,India,bat,South Africa,JD Cloete,RK Illingworth,SuperSport Park,0,0,no result
921,,2013-10-30,male,ODI,WD Parnell,Pakistan,South Africa,bat,South Africa,RK Illingworth,Shozab Raza,Sharjah Cricket Stadium,1,0,South Africa
922,,2013-11-01,male,ODI,Shahid Afridi,Pakistan,South Africa,bat,Pakistan,SJ Davis,Shozab Raza,Dubai International Cricket Stadium,66,0,Pakistan
923,Abu Dhabi,2013-11-06,male,ODI,F du Plessis,Pakistan,South Africa,bat,South Africa,Ahsan Raza,RK Illingworth,Sheikh Zayed Stadium,68,0,South Africa
924,Abu Dhabi,2013-11-08,male,ODI,DW Steyn,Pakistan,South Africa,bat,South Africa,Ahsan Raza,SJ Davis,Sheikh Zayed Stadium,28,0,South Africa
925,,2013-11-11,male,ODI,AB de Villiers,Pakistan,South Africa,bat,South Africa,Ahsan Raza,RK Illingworth,Sharjah Cricket Stadium,117,0,South Africa
926,Christchurch,2015-02-14,male,ODI,CJ Anderson,New Zealand,Sri Lanka,field,Sri Lanka,M Erasmus,NJ Llong,Hagley Oval,98,0,New Zealand
927,,2015-02-14,male,ODI,AJ Finch,Australia,England,field,England,Aleem Dar,HDPK Dharmasena,Melbourne Cricket Ground,111,0,Australia
928,Hamilton,2015-02-15,male,ODI,DA Miller,South Africa,Zimbabwe,field,Zimbabwe,REJ Martinesz,RJ Tucker,Seddon Park,62,0,South Africa
929,,2015-02-15,male,ODI,V Kohli,India,Pakistan,bat,India,IJ Gould,RA Kettleborough,Adelaide Oval,76,0,India
930,Nelson,2015-02-16,male,ODI,PR Stirling,Ireland,West Indies,field,Ireland,RK Illingworth,BNJ Oxenford,Saxton Oval,0,4,Ireland
931,Dunedin,2015-02-17,male,ODI,TA Boult,New Zealand,Scotland,field,New Zealand,SD Fry,NJ Llong,University Oval,0,3,New Zealand
932,Canberra,2015-02-18,male,ODI,Mushfiqur Rahim,Afghanistan,Bangladesh,bat,Bangladesh,SJ Davis,JS Wilson,Manuka Oval,105,0,Bangladesh
933,Nelson,2015-02-19,male,ODI,SC Williams,United Arab Emirates,Zimbabwe,field,Zimbabwe,JD Cloete,CB Gaffaney,Saxton Oval,0,4,Zimbabwe
934,Wellington,2015-02-20,male,ODI,TG Southee,New Zealand,England,bat,England,PR Reiffel,RJ Tucker,Westpac Stadium,0,8,New Zealand
935,Christchurch,2015-02-21,male,ODI,AD Russell,Pakistan,West Indies,field,Pakistan,M Erasmus,NJ Llong,Hagley Oval,150,0,West Indies
936,Dunedin,2015-02-22,male,ODI,DPMD Jayawardene,Afghanistan,Sri Lanka,field,Sri Lanka,CB Gaffaney,RK Illingworth,University Oval,0,4,Sri Lanka
937,,2015-02-22,male,ODI,S Dhawan,India,South Africa,bat,India,Aleem Dar,RA Kettleborough,Melbourne Cricket Ground,130,0,India
938,Christchurch,2015-02-23,male,ODI,MM Ali,England,Scotland,field,Scotland,S Ravi,RJ Tucker,Hagley Oval,119,0,England
939,Canberra,2015-02-24,male,ODI,CH Gayle,West Indies,Zimbabwe,bat,West Indies,SJ Davis,IJ Gould,Manuka Oval,73,0,West Indies
940,Brisbane,2015-02-25,male,ODI,GC Wilson,Ireland,United Arab Emirates,field,Ireland,MA Gough,NJ Llong,"Brisbane Cricket Ground, Woolloongabba",0,2,Ireland
941,Dunedin,2015-02-26,male,ODI,Samiullah Shenwari,Afghanistan,Scotland,field,Afghanistan,SD Fry,RSA Palliyaguruge,University Oval,0,1,Afghanistan
942,,2015-02-26,male,ODI,TM Dilshan,Bangladesh,Sri Lanka,bat,Sri Lanka,Aleem Dar,PR Reiffel,Melbourne Cricket Ground,92,0,Sri Lanka
943,,2015-02-27,male,ODI,AB de Villiers,South Africa,West Indies,bat,South Africa,SJ Davis,IJ Gould,Sydney Cricket Ground,257,0,South Africa
944,Auckland,2015-02-28,male,ODI,TA Boult,New Zealand,Australia,bat,Australia,M Erasmus,RK Illingworth,Eden Park,0,1,New Zealand
945,Perth,2015-02-28,male,ODI,R Ashwin,India,United Arab Emirates,bat,United Arab Emirates,BF Bowden,MA Gough,Western Australia Cricket Association Ground,0,9,India
946,Wellington,2015-03-01,male,ODI,KC Sangakkara,England,Sri Lanka,bat,England,BNJ Oxenford,RJ Tucker,Westpac Stadium,0,9,Sri Lanka
947,Brisbane,2015-03-01,male,ODI,Wahab Riaz,Pakistan,Zimbabwe,bat,Pakistan,RA Kettleborough,JS Wilson,"Brisbane Cricket Ground, Woolloongabba",20,0,Pakistan
948,Canberra,2015-03-03,male,ODI,HM Amla,Ireland,South Africa,bat,South Africa,SJ Davis,REJ Martinesz,Manuka Oval,201,0,South Africa
949,Napier,2015-03-04,male,ODI,Ahmed Shehzad,Pakistan,United Arab Emirates,field,United Arab Emirates,JD Cloete,S Ravi,McLean Park,129,0,Pakistan
950,Perth,2015-03-04,male,ODI,DA Warner,Australia,Afghanistan,field,Afghanistan,HDPK Dharmasena,MA Gough,Western Australia Cricket Association Ground,275,0,Australia
951,Nelson,2015-03-05,male,ODI,KJ Coetzer,Bangladesh,Scotland,field,Bangladesh,SD Fry,BNJ Oxenford,Saxton Oval,0,6,Bangladesh
952,Perth,2015-03-06,male,ODI,Mohammed Shami,India,West Indies,bat,West Indies,HDPK Dharmasena,NJ Llong,Western Australia Cricket Association Ground,0,4,India
953,Auckland,2015-03-07,male,ODI,Sarfraz Ahmed,Pakistan,South Africa,field,South Africa,RA Kettleborough,BNJ Oxenford,Eden Park,29,0,Pakistan
954,Hobart,2015-03-07,male,ODI,EC Joyce,Ireland,Zimbabwe,field,Zimbabwe,RSA Palliyaguruge,PR Reiffel,Bellerive Oval,5,0,Ireland
955,Napier,2015-03-08,male,ODI,DL Vettori,New Zealand,Afghanistan,bat,Afghanistan,JD Cloete,M Erasmus,McLean Park,0,6,New Zealand
956,,2015-03-08,male,ODI,GJ Maxwell,Australia,Sri Lanka,bat,Australia,Aleem Dar,IJ Gould,Sydney Cricket Ground,64,0,Australia
957,,2015-03-09,male,ODI,Mahmudullah,Bangladesh,England,field,England,BF Bowden,PR Reiffel,Adelaide Oval,15,0,Bangladesh
958,Hamilton,2015-03-10,male,ODI,S Dhawan,India,Ireland,bat,Ireland,HDPK Dharmasena,RA Kettleborough,Seddon Park,0,8,India
959,Hobart,2015-03-11,male,ODI,KC Sangakkara,Scotland,Sri Lanka,bat,Sri Lanka,RK Illingworth,JS Wilson,Bellerive Oval,148,0,Sri Lanka
960,Wellington,2015-03-12,male,ODI,AB de Villiers,South Africa,United Arab Emirates,field,United Arab Emirates,SJ Davis,RJ Tucker,Westpac Stadium,146,0,South Africa
961,Hamilton,2015-03-13,male,ODI,MJ Guptill,New Zealand,Bangladesh,field,New Zealand,HDPK Dharmasena,RA Kettleborough,Seddon Park,0,3,New Zealand
962,,2015-03-13,male,ODI,CJ Jordan,Afghanistan,England,field,England,BF Bowden,S Ravi,Sydney Cricket Ground,0,9,England
963,Auckland,2015-03-14,male,ODI,SK Raina,India,Zimbabwe,field,India,CB Gaffaney,BNJ Oxenford,Eden Park,0,6,India
964,Hobart,2015-03-14,male,ODI,MA Starc,Australia,Scotland,field,Australia,IJ Gould,RK Illingworth,Bellerive Oval,0,7,Australia
965,Napier,2015-03-15,male,ODI,JO Holder,United Arab Emirates,West Indies,field,West Indies,Aleem Dar,REJ Martinesz,McLean Park,0,6,West Indies
966,,2015-03-15,male,ODI,Sarfraz Ahmed,Ireland,Pakistan,bat,Ireland,M Erasmus,RSA Palliyaguruge,Adelaide Oval,0,7,Pakistan
967,,2015-03-18,male,ODI,Imran Tahir,South Africa,Sri Lanka,bat,Sri Lanka,NJ Llong,RJ Tucker,Sydney Cricket Ground,0,9,South Africa
968,,2015-03-19,male,ODI,RG Sharma,Bangladesh,India,bat,India,Aleem Dar,IJ Gould,Melbourne Cricket Ground,109,0,India
969,,2015-03-20,male,ODI,JR Hazlewood,Australia,Pakistan,bat,Pakistan,HDPK Dharmasena,M Erasmus,Adelaide Oval,0,6,Australia
970,Wellington,2015-03-21,male,ODI,MJ Guptill,New Zealand,West Indies,bat,New Zealand,RA Kettleborough,BNJ Oxenford,Westpac Stadium,143,0,New Zealand
971,Auckland,2015-03-24,male,ODI,GD Elliott,New Zealand,South Africa,bat,South Africa,IJ Gould,RJ Tucker,Eden Park,0,4,New Zealand
972,,2015-03-26,male,ODI,SPD Smith,Australia,India,bat,Australia,HDPK Dharmasena,RA Kettleborough,Sydney Cricket Ground,95,0,Australia
973,,2015-03-29,male,ODI,JP Faulkner,Australia,New Zealand,bat,New Zealand,HDPK Dharmasena,RA Kettleborough,Melbourne Cricket Ground,0,7,Australia
974,,2013-12-18,male,ODI,Mohammad Hafeez,Pakistan,Sri Lanka,bat,Pakistan,JD Cloete,Shozab Raza,Sharjah Cricket Stadium,11,0,Pakistan
975,,2013-12-20,male,ODI,AD Mathews,Pakistan,Sri Lanka,field,Sri Lanka,Ahsan Raza,RK Illingworth,Dubai International Cricket Stadium,0,2,Sri Lanka
976,,2013-12-22,male,ODI,Mohammad Hafeez,Pakistan,Sri Lanka,field,Sri Lanka,JD Cloete,Shozab Raza,Sharjah Cricket Stadium,113,0,Pakistan
977,Abu Dhabi,2013-12-25,male,ODI,Mohammad Hafeez,Pakistan,Sri Lanka,bat,Sri Lanka,Ahsan Raza,RK Illingworth,Sheikh Zayed Stadium,0,8,Pakistan
978,Abu Dhabi,2013-12-27,male,ODI,LD Chandimal,Pakistan,Sri Lanka,bat,Pakistan,JD Cloete,Shozab Raza,Sheikh Zayed Stadium,0,2,Sri Lanka
979,,2013-08-27,male,ODI,H Masakadza,Zimbabwe,Pakistan,bat,Pakistan,RK Illingworth,RB Tiffin,Harare Sports Club,0,7,Zimbabwe
980,,2013-08-29,male,ODI,Mohammad Hafeez,Zimbabwe,Pakistan,field,Zimbabwe,O Chirombe,RK Illingworth,Harare Sports Club,90,0,Pakistan
981,,2013-08-31,male,ODI,Misbah-ul-Haq,Zimbabwe,Pakistan,field,Zimbabwe,RK Illingworth,TJ Matibiri,Harare Sports Club,108,0,Pakistan
982,King City,2013-08-27,male,ODI,,Canada,Netherlands,field,Canada,GO Brathwaite,PJ Nero,Maple Leaf North-West Ground,0,0,no result
983,King City,2013-08-29,male,ODI,T van der Gugten,Canada,Netherlands,field,Netherlands,GO Brathwaite,PJ Nero,Maple Leaf North-West Ground,0,9,Netherlands
984,Belfast,2013-09-06,male,ODI,,Ireland,Scotland,bat,Scotland,JD Cloete,RP Smith,"Civil Service Cricket Club, Stormont",0,1,Ireland
985,Auckland,2013-12-26,male,ODI,DJG Sammy,New Zealand,West Indies,field,West Indies,GAV Baxter,REJ Martinesz,Eden Park,0,2,West Indies
986,,2014-01-01,male,ODI,CJ Anderson,New Zealand,West Indies,field,West Indies,CB Gaffaney,REJ Martinesz,Queenstown Events Centre,159,0,New Zealand
987,Nelson,2014-01-04,male,ODI,MJ Guptill,New Zealand,West Indies,bat,New Zealand,BF Bowden,IJ Gould,Saxton Oval,58,0,New Zealand
988,Hamilton,2014-01-08,male,ODI,DJ Bravo,New Zealand,West Indies,field,New Zealand,CB Gaffaney,REJ Martinesz,Seddon Park,203,0,West Indies
989,Napier,2014-01-19,male,ODI,CJ Anderson,New Zealand,India,field,India,RJ Tucker,DJ Walker,McLean Park,24,0,New Zealand
990,Hamilton,2014-01-22,male,ODI,KS Williamson,New Zealand,India,field,India,CB Gaffaney,RJ Tucker,Seddon Park,15,0,New Zealand
991,Auckland,2014-01-25,male,ODI,RA Jadeja,New Zealand,India,field,India,BF Bowden,RJ Tucker,Eden Park,0,0,tie
992,Hamilton,2014-01-28,male,ODI,LRPL Taylor,New Zealand,India,bat,India,GAV Baxter,RJ Tucker,Seddon Park,0,7,New Zealand
993,Wellington,2014-01-31,male,ODI,LRPL Taylor,New Zealand,India,field,India,BF Bowden,RJ Tucker,Westpac Stadium,87,0,New Zealand
994,Cardiff,2014-08-27,male,ODI,SK Raina,England,India,field,England,RK Illingworth,PR Reiffel,Sophia Gardens,133,0,India
995,Nottingham,2014-08-30,male,ODI,R Ashwin,England,India,field,India,MA Gough,PR Reiffel,Trent Bridge,0,6,India
996,Birmingham,2014-09-02,male,ODI,AM Rahane,England,India,field,India,PR Reiffel,RT Robinson,Edgbaston,0,9,India
997,Leeds,2014-09-05,male,ODI,JE Root,England,India,field,India,RA Kettleborough,PR Reiffel,Headingley,41,0,England
998,London,2014-05-22,male,ODI,CJ Jordan,England,Sri Lanka,field,Sri Lanka,RJ Bailey,CB Gaffaney,Kennington Oval,81,0,England
999,Chester-le-Street,2014-05-25,male,ODI,TM Dilshan,England,Sri Lanka,field,England,M Erasmus,RT Robinson,Riverside Ground,157,0,Sri Lanka
1000,Manchester,2014-05-28,male,ODI,CJ Jordan,England,Sri Lanka,field,England,CB Gaffaney,MA Gough,Old Trafford,0,10,England
1001,London,2014-05-31,male,ODI,JC Buttler,England,Sri Lanka,field,England,M Erasmus,IJ Gould,Lord's,7,0,Sri Lanka
1002,Birmingham,2014-06-03,male,ODI,HDRL Thirimanne,England,Sri Lanka,bat,England,CB Gaffaney,MA Gough,Edgbaston,0,6,Sri Lanka
1003,Mirpur,2013-10-29,male,ODI,Rubel Hossain,Bangladesh,New Zealand,field,New Zealand,Enamul Haque,REJ Martinesz,Shere Bangla National Stadium,43,0,Bangladesh
1004,Mirpur,2013-10-31,male,ODI,Sohag Gazi,Bangladesh,New Zealand,bat,Bangladesh,REJ Martinesz,Sharfuddoula,Shere Bangla National Stadium,40,0,Bangladesh
1005,Fatullah,2013-11-03,male,ODI,Shamsur Rahman,Bangladesh,New Zealand,field,Bangladesh,Enamul Haque,REJ Martinesz,Khan Shaheb Osman Ali Stadium,0,4,Bangladesh
1006,Hambantota,2013-11-10,male,ODI,,Sri Lanka,New Zealand,field,New Zealand,BNJ Oxenford,RSA Palliyaguruge,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",0,0,no result
1007,Hambantota,2013-11-12,male,ODI,TWM Latham,Sri Lanka,New Zealand,bat,Sri Lanka,BNJ Oxenford,RSA Palliyaguruge,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",0,4,New Zealand
1008,,2013-11-16,male,ODI,SMSM Senanayake,Sri Lanka,New Zealand,field,New Zealand,BNJ Oxenford,RSA Palliyaguruge,Rangiri Dambulla International Stadium,36,0,Sri Lanka
1009,Kochi,2013-11-21,male,ODI,V Kohli,India,West Indies,bat,West Indies,VA Kulkarni,RJ Tucker,Nehru Stadium,0,6,India
1010,Visakhapatnam,2013-11-24,male,ODI,DJG Sammy,India,West Indies,field,West Indies,VA Kulkarni,RJ Tucker,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,2,West Indies
1011,Kanpur,2013-11-27,male,ODI,S Dhawan,India,West Indies,field,India,AK Chaudhary,RJ Tucker,Green Park,0,5,India
1012,Aberdeen,2014-05-09,male,ODI,MA Leask,Scotland,England,field,Scotland,M Hawthorne,IN Ramage,Mannofield Park,39,0,England
1013,Cape Town,2013-11-24,male,ODI,Anwar Ali,South Africa,Pakistan,bat,Pakistan,JD Cloete,CB Gaffaney,Newlands,23,0,Pakistan
1014,Port Elizabeth,2013-11-27,male,ODI,Ahmed Shehzad,South Africa,Pakistan,field,South Africa,S George,BNJ Oxenford,St George's Park,1,0,Pakistan
1015,Centurion,2013-11-30,male,ODI,VD Philander,South Africa,Pakistan,field,South Africa,CB Gaffaney,S George,SuperSport Park,0,4,South Africa
1016,Mirpur,2014-02-17,male,ODI,NLTC Perera,Bangladesh,Sri Lanka,field,Bangladesh,Sharfuddoula,RJ Tucker,Shere Bangla National Stadium,13,0,Sri Lanka
1017,Mirpur,2014-02-20,male,ODI,KC Sangakkara,Bangladesh,Sri Lanka,bat,Sri Lanka,Anisur Rahman,RJ Tucker,Shere Bangla National Stadium,61,0,Sri Lanka
